text,predicted_emotion,emotion
i remember being appalled feeling personally insulted that they could have thought that i would listen to something as vulgar as the bee gees,anger,anger
i look at this photo i feel gentle and calm my makeup is still soft but its warmer and i feel it harmonizes better with the warm colours of these flowers,love,love
i know i haven t met most of you in person but i feel so honored to be able to come together with you as we grow closer to god,love,joy
im feeling especially brave and tough ill have to tell the story of scattering his ashes,love,joy
i still feel like im being punished,sadness,sadness
i feel nervous about leaving my kid with you,fear,fear
i feel so contented with my job,joy,joy
i feel furious at love because i really thought it was better than that,anger,anger
ill get mopey about what occured in the past but the frequency of that has been decreasing in a logarythmic scale and even then its only when im feeling self doubtful which is also occuring less,fear,fear
i feel useful and valued and that is fundamental for me,joy,joy
i actually was in a meeting last week where someone yelled at an older lady because her phone rang i felt terrible for her your boss treats you unfairly or in this case someone makes you feel you are not worth anything is only allowing those who offended to steal your joy,anger,anger
i don t have to go around questioning broads or feeling suspicious,fear,fear
i am feeling bitchy this evening,anger,anger
i feel so relaxed and happy and i have discovered that i love having projects that take a few months to do but in the end i will have an actual product to show for,joy,joy
i like the fresh feeling of sweet he gave me,love,joy
i feel so wiggy about everything maybe ill just drop my virtuous lib stance and join georgie porgie,joy,joy
ive posted ive been feeling the casual vibe when it comes to dressing,joy,joy
i ended the podcast feeling not depressed exactly but like i still didn t have a concrete answer for how to strike that balance that self help authors love to talk about,fear,sadness
im not sure why but im just feeling delicate,love,love
i feel the vile rising in my throat flipping up the lid on the toilet to let it out,anger,anger
i can feel the rebellious spirit already,anger,anger
i feel honored to be part of the culinary community here,joy,joy
i feel no shame whatsoever in longing for iron man at my local cineworld,love,love
i feel ungrateful for wanting more but the truth is,sadness,sadness
i feel sorta vain,sadness,sadness
i feel it like you target blank class di title bookmark on del,sadness,sadness
i feel like my fish might be moderately more intelligent than most fish as ive noticed they have a tendency to go to the corner of the tank closest to the container of fish food and just stare at it,love,joy
i was feeling clever so i changed the last line to cookies for you,joy,joy
i will admit with the joy of cooking there are also times where you feel defeated,sadness,sadness
i am finally starting to feel like i have a real life here in san vicente and i am no longer on a strange confusing extended vacation,fear,fear
i feel like even though things arent quite resolved with my major i have peace about it still,anger,joy
i feel ashamed of you,sadness,sadness
i feel fucking woeful looking at the other girls,anger,sadness
i feel really irritated when i talk about my problems and people start talking about theirs,anger,anger
i was feeling homesick for the annual easter breakfast and service at church this morning at when we left to hike up mt precipice for the sunrise,love,sadness
i don t know about you but it makes me feel generous,love,joy
im already feeling pretty festive this year even though its only november,joy,joy
i feel helpless to regain a safe feeling,fear,sadness
i was still feeling hesitant last night but when i woke up i found that i had made my decision and that the slatebook somewhat to my own surprise was what i wanted,fear,fear
i feel should be determined by me and my actions and nobody or nothing else,anger,joy
i thought i would feel apprehensive about it i was surprisingly comfortable while he was gone,fear,fear
i feel drained and i am physically sore from the work i did,sadness,sadness
i sure did appreciate her asking instead of just feeling mad or hurt because she thought i was,anger,anger
i litsen to his music i feel so much pride to think i gave birth to this amazingly talented child who one day when he was in his early teens picked up a guitar and just played it like it was second nature,love,joy
i do not want others to feel unhappy just because they have to accommodate to me,sadness,sadness
i am a prolific writer in my fandom but do not feel that i am as highly respected from fellow writers as i once was because i do write so much and as often as most people cannot,fear,joy
i feel lonely who make me feel special when i feel useless who are always kind and sweet to me,sadness,sadness
i have a feeling i will be dissatisfied several times,anger,anger
i feel a gentle tap and find flower child watching me her expression grave,love,love
im feeling restless and frustrated right now in that way specific to people who are recovering from illness or injury,fear,fear
i feel honoured that such a great man claims me as his friend,joy,joy
i will burn for you feel pain for you i will twist the knife and bleed my aching heart and tear it apart i will lie for you beg and steal for you i will crawl on hands and knees until you see youre just like me,love,sadness
i feel uncomfortable telling others what is on the girls wish lists,fear,fear
i cant do a simple math question and guess what i broke down in front of my tuition teacher whom i have known for almost years now feeling pressured and i feel so bad bout myself,sadness,fear
i feel doubtful in my abilities,fear,fear
ive been feeling very listless lately,sadness,sadness
i said at the beginning i have combination oily skin but i still use this around once a week because my skin feels absolutely gorgeous the morning after applying it,love,joy
i have to be honest and say that the first two chapters sort of overwhelmed me and i wasnt sure that i was going to be able to follow everything and was feeling kind of dumb,fear,sadness
i lay here typing this hate blog entry that no one would read although i want the whole world to read and praise me like dickens i feel so miserable,sadness,sadness
i can t look at for too long without feeling depressed,sadness,sadness
i am not feeling so generous and he is sent to the sofa where he glares at me for the next six hours,fear,joy
i don t really believe because i walked through all the water stops in my first marathon and i actually don t think that walking is bad but dammit i was feeling stubborn and i wanted to get home and needed to be motivated by something,anger,anger
i firmly believe that the only way to go about this craft is to write the book that you feel passionate about and not to worry about finding the book that the mass audience desires,love,joy
i always get that feeling that i got one kids more than another and it is vicious,anger,anger
i do that i feel ashamed of,sadness,sadness
i don t want to hurt anybody s feelings and i certainly don t want to betray any amount of trust but i do want to entertain and i do want to be faithful to myself my thoughts and the topics at hand,love,love
i feel as though i have merely accepted what has been done and that no matter what time has gone by it will always be with me,love,joy
i was an year old girl who just wanted to feel important,anger,joy
i see all my friends posting pics and status updates of where they are going or what they are doing and i feel a bit jealous knowing it s not something i can get out and enjoy,anger,anger
i have strong feelings about being faithful,joy,love
i suppose we all feel a little inhibited when it comes to picking up the phone and calling someone we re not very close to anymore,fear,sadness
i used that word just to feel the energy of anticipation as people prepare their delicious meals and gather their needed tools for when they invite their loved ones into their homes,joy,joy
i might do so simply because i couldnt keep my mouth shut makes me feel terrible,anger,sadness
i feel just an on going dull pain for a fews hours or a day in my chest,sadness,sadness
i see people who physically resemble me i feel confident to strike up conversations with strangers,fear,joy
im feeling a bit grouchy today,anger,anger
i feel so damn curious with what this blond doctor plan to do this night,surprise,surprise
i sit up and i feel awful about it as miles starts feeling up whoever s pants under his back for a cigarette box,love,sadness
i dont know it if is the freshness of both but i feel more energetic during these seasons,joy,joy
im feeling cranky a href http doingaone eighty,anger,anger
i feel its sad but im okay with it im happy i had done it even though it hurts a little,anger,sadness
i feel he is a terrific actor,joy,joy
i feel like everythings going to happen with out me and that ive been disillusioned this whole time,sadness,sadness
i feel restless in my own pursuits,fear,fear
i felt it had a slight bitterness in the finish that detracted from its oily mouthfeel and sweet entry,love,joy
i woke up and felt sad all over again but that was quickly replaced with a feeling that reassured me things will work themselves out on their own time,anger,joy
i feel quite reluctant to pick up a dance with dragons book because once i m done with that who knows how long i d have to wait for martin to finish his next installment it took him years to release a dance with dragons after a feast for crows,love,fear
i was trying to demonstrate that i understood what she was feeling but she was very alarmed and worried for my safety,fear,fear
i feel like he s a lot more playful open with me than other girls i know he s friends with,love,joy
i needed some space i needed to grow i was in the midst of some serious change and ok yes they had also hurt my feelings pretty badly and i was a bit spiteful,anger,anger
i feel very cheated since i am supporting the family and doing all the other stuff while he spends hours a day gaming,love,joy
i continue to feel so content about our decision to move here,joy,joy
i cant helped but to feel burdened and anxious about this,fear,sadness
i wont lie this week has been abit of a difficult week for me ive been feeling very stressed and anxious this week plus i think im coming down with the flu but it has definately helped me to appreciate the little things,fear,anger
i kinda get real attached and excited when i feel that way and i never handle things as well as others would,anger,joy
i both started to feel uncomfortable and got up to leave which was met with comments of oh yeah right two girls like you wouldnt come to a bar if youre not looking for attention from guys,fear,fear
i almost didnt even feel convinced by the way the book was written,anger,joy
im feeling brave ill snatch him to on my lap and after a few seconds of struggling he completely relaxes and submits to mommy scratches,love,joy
i feel that poachers and others who kill animals for their pelts ivory or other parts should be punished severely i find hunting and fishing cruel,love,sadness
i feel empty after cheated in the name of friendship i was broken,sadness,sadness
i feel sure that i will go beyond that,joy,joy
i am in the need of some extra guidance and i am feeling doubtful god seems to put the right message in my ear that i need at just the right time,fear,fear
i just feel insulted oh oh oh to my exexbf i am so totally entirely over you,anger,anger
im feeling really really sarcastic caustic or theres been an influx of idiots into my flists daily lives,anger,anger
i feel i can only hope im not alone in these thoughts and im sure to all you fellow exchange students you probably have the same thoughts in mind with at least some of this listed some might say being an exchange student is unlike any other experience,fear,sadness
i feel that anna ji is little bit stubborn on jan lokpal bill and the protests related to it,anger,anger
i listen to it i feel all rebellious,anger,anger
i feel like i am less of a woman less of a person less valuable because im not married and not dating,anger,joy
i was feeling really troubled and down over what my dad said,sadness,sadness
id feel frantic,fear,fear
i have learned how to present in front of a class without feeling nervous,fear,fear
i also miss the old curious child within me i just feel that the curious child inside me is dying slowly upon the shock of knowing that the world is not as beautiful as we thought it was,surprise,surprise
i am feeling content and happy with myself,joy,joy
i feel like we re getting a terrific recruiter basketball coach and person,joy,joy
i just got back from another miler faster than yesterday and im feeling amazing,joy,surprise
im feeling adventurous i might even make it multiple tiers too,joy,joy
i wouldnt say that i suffer from social discomfort at the moment because ive found places where i feel comfortable and even people who have accepted me the way i am,sadness,joy
i was feeling cool that night and she got it right,joy,joy
i am not feeling the love towards myself and that becomes somewhat of a vicious circle resulting in me just feeling lazy complacent and in general just de motivated,anger,anger
i cant write a review for a book i adore unless i am feeling in the adoring mood at that moment,love,love
i am feeling very insecure and sensitive,fear,fear
i feel so useless some days,sadness,sadness
i feel the most unloved and unlovable,sadness,sadness
i feel special a href http facsimilogos,joy,joy
i feel pretty strongly about not doing a giveaway to gain numbers,joy,joy
i feel really honoured to be a part of this inaugural race and you can sense how proud the local runners are to be able to show off their trails and to host this event,love,joy
i feel can you stop being so obnoxious and think for me at the very least,anger,anger
i didint feel any love and caring now,love,love
i feel like a bit of an ungrateful fool for not having written anything about him last week,sadness,sadness
i even dare to try to explain in words how i feel about this gorgeous boy who is here at my house every other day holding my hand through lifes dismays,love,joy
i was feeling out of sorts restless,fear,fear
im feeling a little dissatisfied,anger,anger
i feel so helpless right now,sadness,fear
i feel like ive come a long way and im proud of what ive achieved not only this week but this year as well,joy,joy
i was feeling very anxious this song came on the radio as soon as i got in the car,fear,fear
i feel numb the end of the world as we know it and i feel numb a href http leslielandberg,sadness,sadness
i was having an awful year racing and was feeling exhausted all the time,sadness,sadness
i am going through trials or just feeling troubled about something i love to put on worship music while i am driving and really think about the words sing and pray as i go,love,sadness
i haven t been able to do a lot of stuff most people managed to do in various points of their lives i feel that i have missed out a lot in life and i know that my current path is my only ticket to live a live that i want to,anger,sadness
im feeling hopeful relieved,joy,joy
i feel i might have lost the potty training train,sadness,sadness
im afraid to call the guy from yesterday because i think hell be angry because i think my boss is angry because i dont communicate with him and i feel like im doing a shitty job and i project my fears onto him,anger,sadness
i always feel so dull in the morning,sadness,sadness
i am lost for words to tell you of my agonising pain i feel from my own sorrowful heart my heart of darkness,sadness,sadness
i feel lashes out at me and is rude,anger,anger
i feel groggy and out of sorts from my episode not counting the fact that i got scared last night,sadness,sadness
i know it will be no picnic and i will not feel defeated at all if i get my first contraction and immediately decide to go for the epidural or if i am induced or have to have a c section or whatever may be,anger,sadness
i feel it is of vital importance and stress we show love towards one another and genuine love please people otherwise feel free to go cold on me i do not like being misled,anger,joy
i feel a bit calm now,joy,joy
i was feeling brave i would try to pick up running again,joy,joy
i have asthma and when i can barely breathe when it s hard i feel very shaky and weak i feel like not doing anything but lie there helplessly and i feel like collapesing i did so much reseach and i got nothing,fear,fear
i walked under the refuge feeling it was the perfect shelter from a storm,anger,joy
i find it helps to let go of self will by saying let your will be done not mine or when i m feeling particularly impatient in god s time not my time,anger,anger
i am again not inspired and after looking at ideas and images i feel that i dont appreciate them anymore they become useless and purely skill driven having nothing to do with thought,sadness,sadness
i become someone else and i make random awkward jokes honestly this feeling is so strange is this what it feels like to be on top of a cloud,fear,fear
i hope i get the job cause im in desperate need of money and i feel greedy,anger,anger
i feel like that im hated by most of the girls is it becoz im a good dancer,anger,sadness
i feel like living in austin was really sweet in other ways,love,love
i think itd be easier if i had parents that argued with me about it then i could feel rebellious or something p but right now i just feel like a burden,anger,anger
i think im making up for feeling like i missed autumn and its great colours,love,sadness
i blamed the people around me for making me feel less valued for being a stay at home mom,sadness,joy
i feel this weekend is going to be a slutty one,love,love
i get the impression that banjo was really feeling it but molly still prefers her beloved katy perry purrrr,love,love
i didnt get to prank anyone throughout the whole day cos i was either too busy or not feeling creative,anger,joy
i wish him and i could go out and i could do my hair and makeup and feel cute and flirt and talk and stuff but that never occurs,fear,joy
i am feeling particularly optimistic today and have every reason to look forward to amazing things in,joy,joy
i feel that books are always a wonderful gift for a baby,joy,joy
i told him that i was willing to do whatever it took for me to not have to feel this horrible every day,anger,sadness
i was feeling cold towards to my partner although i didnt think i presented that way i felt like i had to fake my feelings for him and that i didnt love him anymore,anger,anger
i feel ok that must be the reason why it was so outrageously priced,anger,joy
i really do feel superior,joy,joy
i feel like that line is so perfect,joy,joy
i lie down he feels my belly listens to babys heartbeat gets mad at me for sitting up without rolling onto my side first and then tells me theres some protein in my urine nothing to be worried about though and asks if anything is bothering me,anger,anger
i left feeling absoloutely devastated,sadness,sadness
i don t have to stiffen don t have to fight for myself or feel bad about behaving the way i naturally behave,anger,sadness
i work well with almost every client ive ever been in contact with because i know what it means to feel depressed angry frustrated irritated hopeless and apathetic because i feel it daily,anger,sadness
i hear someone say we should just let gardeners be let folks do whatever they want i feel pretty aggravated,anger,anger
im feeling so appreciative of every experience in my life that has brought me to now to today,joy,joy
i feel affectionate toward him,love,love
i feel really shitty and it s seriously like the whole thing is ruined,sadness,sadness
i always feel that love is something much vaster and if we could explore it together perhaps i should then make my life into something worthwhile before it is too late,joy,joy
i feel useless with just a bachelors and masters,sadness,sadness
i stopped myself and began telling myself what i wanted to feel i am peaceful,anger,joy
i acted withdrawn and cold towards others in situations that required empathy its not that i dont care i just dont always feel the feelings so i fake it,anger,sadness
i feel like i have nailed the marriage and the house parts of my life and i am happy and content as i can possibly be in those aspects,joy,joy
i just tell people i feel like one sweet southern mess right now,love,joy
i feel for folks with tender plantings that may have been set out too soon it might actually dip below freezing over the next few nights,love,love
i really feel pissed off as i want to spend more time with you,anger,anger
i feel calm and okay but sometimes i just get so sad,anger,joy
i went outside to shut in the hens then was tempted by the brilliance of the stars to walk across the frozen fields feeling very cold looking up into the sky,fear,anger
im feeling a little lethargic,sadness,sadness
i also do feel passionate about teaching,love,love
i woke up about am feeling a little disturbed,sadness,sadness
i have to take jenny in to be spayed so of course im feeling nervous and guilty,fear,fear
i received a slightly belated message back from daniel and feel a lot more reassured that im not the only one who thinks l is emotionally insensitive,fear,joy
i had encountered before and as much as these dreams thrilled me they left me feeling even more terrified,fear,fear
i work myself like crazy doing extra stuff around the house or volunteering and serving other people in an attempt to feel productive and useful to someone anyone pleeeeeease,fear,joy
i started questioning god feeling worthless and even jealous of others that come by parenthood so easily,anger,sadness
i can t help feeling curious about it,surprise,surprise
i am feeling so appreciative today,joy,joy
i feel kinda bitchy and cranky i need to try and take a nap,anger,anger
i declined to purchase any this time i enjoyed feeling squishing and project thinking all the divine yarn,joy,joy
i feel like it add a little bit more shield from the cold and the fabric is great for wicking away sweat,fear,anger
i feel much more relaxed going into this race,joy,joy
i feel this needs a clever title but i cant think of one,joy,joy
i feel kind of shamed about myself,sadness,sadness
i felt like id developed feelings for this guy thus explaining why id even follow this guy like a faithful puppy dog and he never knew,love,joy
i feel like im so distracted most days,anger,anger
i always feel sympathetic for those that do as well because life can be really hard on you sometimes when you do have alot of pride,love,love
i have not had any serious injuries or setbacks other than that infection in my foot a couple of months ago but i have noticed that my knees and inner foot have started to ache and feel tender during the longer runs,love,love
i feel like nine times out of as long as you re determined and keen it tends to work out anyway,anger,joy
im feeling absolutely amazing,joy,surprise
i got a shot of terbutaline which makes you feel shaky and makes your heart race like you just drank cups of coffee,fear,fear
i was stressed about my job search and apartment hunting and i was just feeling overwhelmed with everything that was going on,fear,fear
ive been feeling very mad at it,anger,anger
i havent been sick in the winter very often since i quit smoking years ago so seldom in fact that now when i do get sick i feel outraged hows that for rational thinking,anger,anger
im feeling all romantic so i thought id show you some easy last minute presents and fashion ideas for valentines day,love,love
i feel so restless so bored and im in danger of giving up on being good at work,anger,fear
i need to step up my game but im just feeling like i cant be bothered,anger,anger
i feel like im unwelcome,sadness,sadness
i feel as uncomfortable now as if i were carrying a volvo but my belly is nice and tidy and looks not unsimilar to the beer gut my dad has nice and hard and round and i waddle just like he does,fear,fear
im happy to report im still not feeling terribly stressed,sadness,sadness
i feel more loyal to micah,love,love
i feel that it is of vital importance that those who care about me know this stuff,joy,joy
i did feel slightly weird in that costume,fear,fear
i didnt want to be spending my days working in a job that i didnt enjoy or to come home feeling stressed and tired and not be able to give my daughter the attention she deserved,anger,anger
i have noticed my fingers and toes get very cold and almost feel numb,sadness,sadness
i always buy a couple of pork loins when they go on sale and when i m feeling clever i cut them in half and tuck them into gallon size ziplocks with a marinade and stuff them in the freezer,anger,joy
i feel so extremely disappointed by you you took me for granted,sadness,sadness
i feel like everything that i hope to become a piller in my life i cling to i despise myself for clinging to something like a hopeless fucking baby,anger,sadness
i dont know but i feel virtuous so i accept the reward,joy,joy
i feel like i can t truly get excited for this race because i have no idea whether or not i ll even be able to run it,fear,joy
i usually end up sitting at my desk feeling like i m at work but just doing unimportant tasks or browsing the internet,anger,sadness
i feel like a mom of a compassionate smart stable human being,love,love
i feel elegant in a dress,joy,joy
i still feel like there is a lot left to keep me entertained,joy,joy
i werent feeling crappy enough aunt flo decided to show up and im bloated like a balloon,love,sadness
i was feeling overwhelmingly anxious so i went into my room to read my bible and pray,fear,fear
i write this i giggle and shake my head in humbling shame but in a way i feel somewhat triumphant,fear,joy
i said something familiar such as i would love to be present with you now and i feel too anxious about time,fear,fear
i write this th post i feel extremely delighted to buy myself a little corner in this blogger world,fear,joy
i don t know how else to describe it except to say that i had the same feeling about three weeks before my beloved grandmother passed away,love,joy
i have been learning and re learning the lesson that no matter how i feel about myself or even how others may feel about me i am treasured by god,fear,love
i know the feel of her losing control against me and trusting me to catch her when she comes apart,anger,joy
i said before do feel free to contact me this is something i am interested in finding out more about,joy,joy
i lie in bed knowing that the holy spirit has got to do the work but i feel burdened that i m not working hard enough,sadness,sadness
i feel myself about how successful my attempts are im starting to connect with the fact that people want to hear music not perfection whatever that is,anger,joy
i feel like he has a very pleasant nearly transparent presence on lobelia though that presence was necessary nonetheless,anger,joy
i cant feel anything like they said why does everything always hurt so bad,sadness,sadness
i have this grave feeling it will not be back until tomorrow and strangely enough i have accepted it,fear,joy
i had been blessed to be running it for the th time how could i not be feeling anything but thankful at the many gifts this race had given me,love,joy
i suggest you take a look at them when you feel curious enough to know more things about specific english words related to familiar diseases,fear,surprise
i type these words i feel like i shouldn t be surprised,sadness,surprise
i know it that sucker is overhead and i feel triumphant,joy,joy
i plan to do so by obtaining an mba and from that mba program i feel that the most valuable outcomes i would like,fear,joy
i feel a bit lonely just writing this because its not face to face with someone and i cant get feedback,anger,sadness
i have some great friends and great housemates who have listened to how i feel and reminded me that its so unimportant and i should enjoy my life and be proud of myself,sadness,sadness
when i learnt that my best friend had failed the exams,sadness,anger
i had told gerry yesterday that if i feel isolated it is my own fault,sadness,sadness
i feel these days living in fears just another way of dying before your time so today i am declaring myself fearless,fear,joy
i started to feel like i was going mad as i was sure i could see stars floating in the water but whenever i went to grab one i came up with nothing,anger,anger
i basically spent a miserable night crying and feeling terrified and sick to my stomach,fear,fear
i am feeling the past few days a little distressed about not writing here as much,fear,fear
im feeling all jolly and warm inside but i just feel empty,joy,joy
i just wanted to read books watch tv and feel miserable,sadness,sadness
i was feeling a little fearful of trying to eat this damn thing,fear,fear
i to feel unwelcome at her apartment certainly not,sadness,sadness
i took care of myself by avoiding family events that make me feel shitty,sadness,sadness
i did a body scan and realized that everything was feeling amazing,surprise,surprise
i feel much more energized than on a gloomy rainy autumn day,sadness,sadness
im sure i will feel fine in the morning,joy,joy
i look at others and feel jealous,anger,anger
i feel like a moronic bastard,sadness,sadness
i don t care if any of you read this but this is just what i feel when i m around you guys i feel hated,anger,sadness
i feel the pressure to be funny all the time,fear,surprise
im okay with her getting married whirlwind style at the courthouse and going off to kentucky to live with him but im still feeling hurt by the betrayal and secretive style she had adopted,anger,sadness
i feel is the most important question how would we handle this,joy,joy
i feel so pretty in them it doesnt matter how un glamorous the task is,joy,joy
i could feel the sincere enthusiasm of all the people who got involved in this project,joy,joy
i feel remorseful for the crimes that were committed intentionally or unintentionally and whether or not i had known about it or not known about it,anger,sadness
i can t quite figure out how i feel i m not devastated like i was with lucy and i m not sure if that s because it s easier to do after the first time or what,anger,sadness
i am feeling depressed cursing my luck,sadness,sadness
i feel truly heartbroken that hyun joongs fans can be so hateful,sadness,sadness
i feel guilty i wont be able to give this little one the same amount of time with just me,sadness,sadness
i know for a fact that he treated everyone this way his love seemed boundless but he also made me feel important,love,joy
im feeling a little anxious about the whole thing,fear,fear
i am sure its meant as a celebration of the various shades of red out there i feel insulted,anger,anger
i was however totally petrified of feeling it scared to death of giving in and releasing it and afraid i wouldnt be able to cap it again,fear,fear
i know i feel vulnerable,fear,fear
i have been feeling so melancholy and alone,sadness,sadness
im feeling exponentially more useless on the farm as each day passes,sadness,sadness
i would point out that it really could have used a bit more attention on the writing aspect as it feels a bit dull in few places,sadness,sadness
i love a hearty chat where i mean everything that i say and laugh from the heart gut w e not because i wanna let the person feel im entertained,fear,joy
i also know that if today i refuse to hate jews or anybody else it is because i know how it feels to be hated,anger,sadness
i have that feeling that spark and i am not sure where it is going or if it will ever turn into that flame,fear,joy
i roll my tongue over your labia sucking and nibbling drawing your flesh into my mouth and letting you feel the delicate pinch of my teeth,love,love
i feel so frustrated because i had a long weekday and i dont really have plenty of rest and right now he keeps on coming in the room,anger,anger
i feel like ive been neglectful,sadness,sadness
i feel like a boring blogger lately,sadness,sadness
i soon realized that an initial attraction to an activity that feels playful is often followed by a desire to practice to perfect the talent that led to the original enjoyment,joy,joy
i always feel a little jealous of my son because when i joined the church i went almost directly into young women so i didnt learn the primary songs,anger,anger
i feel as though it is worthwhile and career wise,joy,joy
i still feel like there are more than enough to keep me entertained while still being just a few to keep dusted,fear,joy
i don t always feel like i have amazing style and most days i choose comfort over anything else but there is one thing that i feel makes all the difference in how i feel about myself and that is makeup,joy,joy
i feel numb i dont experience anything because of the numbness and of me just always feels something is going to go wrong,sadness,sadness
im feeling weepy already,sadness,sadness
i look over and to my utter horror i see a man holding the elevator door open instead of feeling terrified or even telling the guy to get off the elevator i imagine the elevator chewing on him like a metallic pacman not pacquiao the other yellow guy,fear,fear
i havent needed the pain meds maybe i will chillax with some wine feeling all elegant like,love,joy
i feel virtuous and tough when i wear a hat jeans and a tshirt without worrying,love,joy
i disagree with my parents on many issues and will sometimes let them know my feelings in unkind ways,anger,anger
i go without a new post the more guilty i feel for leaving all my loyal readers in the dark about my progress in this crazy quest i set out on days ago,love,love
i feel so eager to prove to my friend that im not like that,joy,joy
i have to admit that i feel the teensiest bit envious of my friends who live there,anger,anger
i feel it so easily like that of a gentle rain that warms the earth and brings laughter and delight from all those that pause to take notice of such a blessing,love,love
i hate these feelings in my heart i hate that work stressed me out i hate that cornelius wont let me get my way im frustrated lord,anger,sadness
im still feeling pretty low and demotivated including ups,sadness,sadness
i breathe into the feelings in my body resisting my mind s clever attempts to analyse what i m feeling,fear,joy
ill likely post more on those later but feel free to ask if you have questions,joy,joy
i always end up feeling unwelcome and sad,sadness,sadness
i feel so amazing musicjuzz,joy,joy
i feel so giggly reading your comment tags,joy,joy
i must add the crowd was similar to last night except it had a much more laid back stoner feel with supporting cast of parents escaped from their kids,love,love
i do that made me feel excited about life,joy,joy
i have been feeling regretful recently that i did not know back then that the abuse was not my fault and that it did not happen because of who i was but because of who they were,sadness,sadness
i am not feeling as terrific as i have been,joy,joy
i feel quite glamorous in this dress,joy,joy
i feel like i wouldnt have a longing if only we could have a baby and have that new experience together,love,love
i am feeling a lot more positive about the future of the virtual birth unit and simulation in midwifery education,fear,joy
i just want that feeling of not caring about unnecessary stuff like i felt before,love,love
i feel so very keen to leave the country atm,joy,joy
i knowing that to this day still makes her feel not shy,fear,fear
i decided to actually paint this piece in a common canvas because painting in canvas make me feel very artistic,joy,joy
i really need to find my nitch up here in vt i feel very lonely and bored and it s taking it s toll a href http twitter,sadness,sadness
i felt apprehensive in regards to the party oftentimes in the past other men have made me feel resentful towards them when i attended with them,fear,anger
i feel so peaceful and happy,joy,joy
i was feeling pretty distracted with a few things that have been going on so it felt good to go with a clear mind,anger,anger
i thought maybe once i started running i would feel ok,joy,joy
i feel so dirty but after spending a day at the mk show me and a buddy decided we would get the two player starter between us luckily for us both i liked the everblight and he liked the circle maybe a tad to much so it all worked out well,love,sadness
i chance that difficult to accommodate with the feeling of a jehovah and benevolent lord,love,joy
i just say the things that i want without even thinking what the person would feel its rude right,anger,anger
i don t have the feeling of divine vibrations,joy,joy
i feel unimportant when he spends nights out with sara and i get no phone call,sadness,sadness
i dont know if i should let go and feel that vain or should i wait and stay in vain,sadness,sadness
i feel so lucky that i get to experience this joy at sssas every day,joy,joy
i feel so boring all the time,sadness,sadness
im not the one who feel bothered about this,anger,anger
i feel your frustration but it s time to calm the hell down,anger,joy
i slowly realized that even the next day when the six hour effects had worn off i was feeling more energetic and could concentrate working through emotional crap better,fear,joy
i was gifted one of the books but am feeling a bit intimidated to take on the intricate work,fear,fear
i feel the presence of the divine with you when you are buried inside me smiling down at me your sweat dripping into my eager mouth,love,joy
i entered the office though feeling the monday blues with a joyful and serene spirit dominating,joy,joy
i feel shy about it all and also a little concerned whether my new title will distance me away from people i care for,fear,fear
i feel productive and active but i have the balance i need,joy,joy
i need a break or im feeling stressed out,anger,anger
ive taken yoga classes for years but for the past few days i was feeling very anxious abou,fear,fear
i am sitting on the couch and im feeling rather ashamed so to get in the act of things i slap myself,fear,sadness
i feel ashamed and so i tried my very best to help them,sadness,sadness
i feel so glad that im able to have the time to spend some time with my family now,joy,joy
i had my carrot sticks not on the program they want you to eat super low gi veggies and carrots are relatively high in sugar however they were convenient and later another shake but i was still feeling pretty lousy,sadness,sadness
i feel watching him grow into a self assured life loving boy,joy,joy
i had the feeling that it might not have been taken as the truthful and sincere compliment it would have been,joy,joy
i will feel a dull pain for no reason at all,sadness,sadness
i feel like im working with half of my voice caleb and i make it through a really wonderful night at the comus inn,anger,joy
i feel lost and then found november i have told jamie this several times,sadness,sadness
i feel like some of you have pains and you cannot imagine becoming passionate about the group or the idea that is causing pain,love,joy
i feel comfortable here there was a huge niche market waiting to be explored,joy,joy
i feel at leaving work is hot and complicated and tempered with the disquiet of a future that feels out of my hands,love,love
i was asked to toast with champagne at the death bed and i remember feeling disgusted,anger,anger
i can remember feeling that relaxed was last summer on the boat,joy,joy
i dont really know why but ive also been feeling really rebellious,anger,anger
i get scared i feel ignored i feel happy i get silly i choke on my own words i make wishes i have dreams and i still want to believe anything could happen in this world for an ordinary girl like you like me for an ordinary girl like you like me how are you,sadness,sadness
i am not sure how i feel i think because i felt like i already knew i have already sort of accepted it,anger,joy
i remember that i moved them but i cant remember where and i feel so foolish,sadness,sadness
i have been feeling a little or a lot lost,sadness,sadness
i was stupid and said yes which made me feel idiotic because i didnt stick to my guns and do what i had set out to do,sadness,sadness
im feeling a little more hopeful about the future of my career,fear,joy
ive got a off sale the ad says starting tomorrow but im feeling generous and started it now,fear,love
i often feel discouraged and frustrated and i am not where i want to be in life right now,sadness,sadness
i did about nothing today and feel a little regretful,sadness,sadness
i ever recognized what it was to feel passionate about something was with music,love,love
im upset with myself because i really feel like i have a blank years from years old,sadness,sadness
i feel is an acceptable and significant modernization to the storyline not a detraction,joy,joy
im feeling pretty homesick this week but i suppose thats to be expected,sadness,sadness
i dont know what has been wrong with me the past few days i almost feel homesick and i havent even left for australia yet,sadness,sadness
i feel cranky tonight so im not really updating properly,anger,anger
i always feel stupid afterwards,sadness,sadness
i feel appalled right now,anger,anger
i feel underappreciated and under valued,joy,joy
im ok with that it feels a little weird,fear,surprise
i never feel shy to call or send a billion text messages to and i wont be bugging her,fear,fear
